utc,ground_station,visible,elevation_deg,range_km
2026-03-27T01:12:30+00:00,Daejeon,0,-65.010,12027.523
2026-03-27T01:13:00+00:00,Seoul,0,-64.025,11937.245
2026-03-27T01:13:00+00:00,Daejeon,0,-64.511,11982.119
2026-03-27T01:13:30+00:00,Seoul,0,-63.491,11886.901
2026-03-27T01:13:30+00:00,Daejeon,0,-63.992,11934.074
2026-03-27T01:14:00+00:00,Seoul,0,-62.940,11833.966
2026-03-27T01:14:00+00:00,Daejeon,0,-63.455,11883.419
2026-03-27T01:14:30+00:00,Seoul,0,-62.373,11778.470
2026-03-27T01:14:30+00:00,Daejeon,0,-62.902,11830.181
2026-03-27T01:15:00+00:00,Seoul,0,-61.791,11720.445
2026-03-27T01:15:00+00:00,Daejeon,0,-62.333,11774.392
2026-03-27T01:15:30+00:00,Seoul,0,-61.197,11659.925
2026-03-27T01:15:30+00:00,Daejeon,0,-61.750,11716.085
2026-03-27T01:16:00+00:00,Seoul,0,-60.589,11596.945
2026-03-27T01:16:00+00:00,Daejeon,0,-61.153,11655.293
2026-03-27T01:16:30+00:00,Seoul,0,-59.970,11531.541
2026-03-27T01:16:30+00:00,Daejeon,0,-60.544,11592.050
2026-03-27T01:17:00+00:00,Seoul,0,-59.340,11463.750
2026-03-27T01:17:00+00:00,Daejeon,0,-59.924,11526.394
2026-03-27T01:17:30+00:00,Seoul,0,-58.700,11393.612
2026-03-27T01:17:30+00:00,Daejeon,0,-59.293,11458.362
2026-03-27T01:18:00+00:00,Seoul,0,-58.052,11321.167
2026-03-27T01:18:00+00:00,Daejeon,0,-58.652,11387.994
2026-03-27T01:18:30+00:00,Seoul,0,-57.395,11246.457
2026-03-27T01:18:30+00:00,Daejeon,0,-58.003,11315.329
2026-03-27T01:19:00+00:00,Seoul,0,-56.730,11169.526
2026-03-27T01:19:00+00:00,Daejeon,0,-57.345,11240.411
2026-03-27T01:19:30+00:00,Seoul,0,-56.058,11090.419
2026-03-27T01:19:30+00:00,Daejeon,0,-56.679,11163.283
2026-03-27T01:20:00+00:00,Seoul,0,-55.380,11009.183
2026-03-27T01:20:00+00:00,Daejeon,0,-56.007,11083.990
2026-03-27T01:20:30+00:00,Seoul,0,-54.695,10925.865
2026-03-27T01:20:30+00:00,Daejeon,0,-55.328,11002.580
2026-03-27T01:21:00+00:00,Seoul,0,-54.006,10840.517
2026-03-27T01:21:00+00:00,Daejeon,0,-54.644,10919.100
2026-03-27T01:21:30+00:00,Seoul,0,-53.312,10753.189
2026-03-27T01:21:30+00:00,Daejeon,0,-53.954,10833.601
2026-03-27T01:22:00+00:00,Seoul,0,-52.613,10663.935
2026-03-27T01:22:00+00:00,Daejeon,0,-53.260,10746.134
2026-03-27T01:22:30+00:00,Seoul,0,-51.911,10572.810
2026-03-27T01:22:30+00:00,Daejeon,0,-52.561,10656.754
2026-03-27T01:23:00+00:00,Seoul,0,-51.206,10479.872
2026-03-27T01:23:00+00:00,Daejeon,0,-51.859,10565.515
2026-03-27T01:23:30+00:00,Seoul,0,-50.498,10385.180
2026-03-27T01:23:30+00:00,Daejeon,0,-51.154,10472.474
2026-03-27T01:24:00+00:00,Seoul,0,-49.787,10288.794
2026-03-27T01:24:00+00:00,Daejeon,0,-50.446,10377.691
2026-03-27T01:24:30+00:00,Seoul,0,-49.074,10190.777
2026-03-27T01:24:30+00:00,Daejeon,0,-49.735,10281.228
2026-03-27T01:25:00+00:00,Seoul,0,-48.359,10091.195
2026-03-27T01:25:00+00:00,Daejeon,0,-49.023,10183.146
2026-03-27T01:25:30+00:00,Seoul,0,-47.643,9990.115
2026-03-27T01:25:30+00:00,Daejeon,0,-48.309,10083.511
2026-03-27T01:26:00+00:00,Seoul,0,-46.927,9887.606
2026-03-27T01:26:00+00:00,Daejeon,0,-47.593,9982.390
2026-03-27T01:26:30+00:00,Seoul,0,-46.209,9783.740
2026-03-27T01:26:30+00:00,Daejeon,0,-46.877,9879.853
2026-03-27T01:27:00+00:00,Seoul,0,-45.492,9678.592
2026-03-27T01:27:00+00:00,Daejeon,0,-46.160,9775.973
2026-03-27T01:27:30+00:00,Seoul,0,-44.774,9572.239
2026-03-27T01:27:30+00:00,Daejeon,0,-45.443,9670.822
2026-03-27T01:28:00+00:00,Seoul,0,-44.058,9464.759
2026-03-27T01:28:00+00:00,Daejeon,0,-44.727,9564.479
2026-03-27T01:28:30+00:00,Seoul,0,-43.342,9356.236
2026-03-27T01:28:30+00:00,Daejeon,0,-44.011,9457.022
2026-03-27T01:29:00+00:00,Seoul,0,-42.627,9246.755
2026-03-27T01:29:00+00:00,Daejeon,0,-43.296,9348.534
2026-03-27T01:29:30+00:00,Seoul,0,-41.914,9136.403
2026-03-27T01:29:30+00:00,Daejeon,0,-42.582,9239.100
2026-03-27T01:30:00+00:00,Seoul,0,-41.202,9025.272
2026-03-27T01:30:00+00:00,Daejeon,0,-41.869,9128.809
