utc,x_teme_m,y_teme_m,z_teme_m,vx_teme_mps,vy_teme_mps,vz_teme_mps,x_ecef_m,y_ecef_m,z_ecef_m,vx_ecef_mps,vy_ecef_mps,vz_ecef_mps,lat_deg,lon_deg,alt_m
2026-03-27T00:17:10+00:00,4058853.334091483,-1140725.0861446082,5273569.127689751,,,,-3838256.956346284,1744513.5846087679,5273569.127689751,,,,51.535252123063,155.557884490667,386678.8408324914
2026-03-27T00:17:20+00:00,4085458.5925399624,-1068854.6699367103,5268038.778838961,,,,-3874254.7810553596,1680348.8055382466,5268038.778838961,,,,51.460593881627105,156.55257047183954,386620.4886512123
2026-03-27T00:17:30+00:00,4111536.3365607155,-996846.2417112301,5261826.256223651,,,,-3909848.1162511315,1616020.1682901091,5261826.256223651,,,,51.37681664283377,157.54369163653087,386559.89857365936
2026-03-27T00:17:40+00:00,4137083.1860484416,-924709.097130551,5254932.348268071,,,,-3945032.6156110247,1551535.3248849856,5254932.348268071,,,,51.28398001083414,158.53086428831318,386497.0882969564
2026-03-27T00:17:50+00:00,4162095.8296781317,-852452.5468133473,5247357.93105654,,,,-3979803.960111927,1486901.9735914283,5247357.93105654,,,,51.182149472605374,159.51371534322647,386432.07688833214
2026-03-27T00:18:00+00:00,4186571.0241439785,-780085.9184738431,5239103.968532853,,,,-4014157.872194304,1422127.8274134279,5239103.968532853,,,,51.07139618118009,160.49188365807532,386364.88478021044
2026-03-27T00:18:10+00:00,4210505.595174176,-707618.554076152,5230171.51223623,,,,-4048090.129050658,1357220.5760849954,5230171.51223623,,,,50.95179671781343,161.46502135205344,386295.53376033343
2026-03-27T00:18:20+00:00,4233896.437812407,-635059.8090159732,5220561.701212423,,,,-4081596.5374305146,1292187.955671783,5220561.701212423,,,,50.82343284344943,162.4327935095015,386224.04696288425
2026-03-27T00:18:30+00:00,4256740.516880766,-562419.0507453174,5210275.761853437,,,,-4114672.9478726825,1227037.7128435457,5210275.761853437,,,,50.68639123797093,163.39487931588417,386150.4488584371
2026-03-27T00:18:40+00:00,4279034.867199724,-489705.6581404645,5199315.007832184,,,,-4147315.265163424,1161777.5680689393,5199315.007832184,,,,50.54076323128113,164.35097309875198,386074.7652439261
2026-03-27T00:18:50+00:00,4300776.594101171,-416929.01993688196,5187680.839903449,,,,-4179519.4269294064,1096415.286264144,5187680.839903449,,,,50.38664452499423,165.3007837882035,385997.0232310286
2026-03-27T00:19:00+00:00,4321962.874021651,-344098.53278935916,5175374.745609588,,,,-4211281.416351638,1030958.639801145,5175374.745609588,,,,50.22413490708874,166.24403580327055,385917.2512333635
2026-03-27T00:19:10+00:00,4342590.954272649,-271223.6021262131,5162398.299444525,,,,-4242597.270319861,965415.3719282785,5162398.299444525,,,,50.05333796860336,167.18046982375733,385835.4789560549
2026-03-27T00:19:20+00:00,4362658.154212753,-198313.63815477278,5148753.16219056,,,,-4273463.062427771,899793.2671801131,5148753.16219056,,,,49.874360807121974,168.109842028243,385751.7373793321
2026-03-27T00:19:30+00:00,4382161.864904775,-125378.05708752268,5134441.081139577,,,,-4303874.912606266,834100.1163308555,5134441.081139577,,,,49.68731374129524,169.03192469525766,385666.05874718167
2026-03-27T00:19:40+00:00,4401099.549640383,-52426.279383498324,5119463.889809957,,,,-4333828.994695489,768343.6765871537,5119463.889809957,,,,49.492310019632704,169.94650677295408,385578.4765521018
2026-03-27T00:19:50+00:00,4419468.744615436,20532.27276066202,5103823.507458373,,,,-4363321.522197476,702531.7450377288,5103823.507458373,,,,49.28946552908267,170.85339286847386,385489.0255181743
2026-03-27T00:20:00+00:00,4437267.059042079,93488.17586553397,5087521.938978056,,,,-4392348.756916515,636672.1211899874,5087521.938978056,,,,49.0788985124811,171.7524036545375,385397.7415859001
2026-03-27T00:20:10+00:00,4454492.17507016,166432.00468995245,5070561.275048366,,,,-4420907.013836094,570772.5685080076,5070561.275048366,,,,48.86072929426198,172.64337620473555,385304.6618976472
2026-03-27T00:20:20+00:00,4471141.848826636,239354.3364239258,5052943.691215829,,,,-4448992.6510007605,504840.8878399456,5052943.691215829,,,,48.63507999860916,173.52616281238681,385209.8247766169
2026-03-27T00:20:30+00:00,4487213.910132305,312245.7494635299,5034671.448184451,,,,-4476602.07577035,438884.8807506124,5034671.448184451,,,,48.40207429048045,174.40063119807508,385113.2697119545
2026-03-27T00:20:40+00:00,4502706.263259126,385096.82666893565,5015746.891043119,,,,-4503731.749402858,372912.3067480032,5015746.891043119,,,,48.161837111164196,175.2666647295623,385015.037337509
2026-03-27T00:20:50+00:00,4517616.886570847,457898.15358403703,4996172.449746921,,,,-4530378.177153498,306930.9773500964,4996172.449746921,,,,47.91449443879508,176.124160845964,384915.1694166064
2026-03-27T00:21:00+00:00,4531943.833625263,530640.3235575651,4975950.637802864,,,,-4556537.919759299,240948.64580430454,4975950.637802864,,,,47.66017303572767,176.97303205719743,384813.70881697815
2026-03-27T00:21:10+00:00,4545685.232669325,603313.9352192377,4955084.052958662,,,,-4582207.585037361,174973.10240083764,4955084.052958662,,,,47.39900023150813,177.8132042879708,384710.69949541055
2026-03-27T00:21:20+00:00,4558839.287587743,675909.597222614,4933575.375900394,,,,-4607383.833477708,109012.13088197084,4933575.375900394,,,,47.131103691422936,178.64461696281194,384606.18647181056
2026-03-27T00:21:30+00:00,4571404.277415189,748417.92554171,4911427.371052593,,,,-4632063.37769713,43073.47024680925,4911427.371052593,,,,46.85661122242592,179.46722297995325,384500.215813146
2026-03-27T00:21:40+00:00,4583378.557074857,820829.5472815572,4888642.88550442,,,,-4656242.981310442,-22835.10764789963,4888642.88550442,,,,46.57565056687077,-179.71901277290974,384392.8346076235
2026-03-27T00:21:50+00:00,4594760.557726177,893135.1028037933,4865224.848334217,,,,-4679919.461771237,-88705.83989416144,4865224.848334217,,,,46.28834921282125,-178.91411342701875,384284.0909404466
2026-03-27T00:22:00+00:00,4605548.786493729,965325.2439621721,4841176.271185229,,,,-4703089.688455864,-154531.01224224325,4841176.271185229,,,,45.99483423121543,-178.1180901939644,384174.0338749755
2026-03-27T00:22:10+00:00,4615741.826914236,1037390.6366062576,4816500.24751516,,,,-4725750.584527773,-220302.87896284446,4816500.24751516,,,,45.69523210810393,-177.33094390134747,384062.7134269746
2026-03-27T00:22:20+00:00,4625338.339287283,1109321.9628888352,4791199.951832103,,,,-4747899.128088148,-286013.70549009554,4791199.951832103,,,,45.38966858827435,-176.5526650228507,383950.18053853046
2026-03-27T00:22:30+00:00,4634337.060738945,1181109.9217223662,4765278.639534173,,,,-4769532.349235212,-351655.8108837946,4765278.639534173,,,,45.078268537518326,-175.78323372616924,383836.48705423437
2026-03-27T00:22:40+00:00,4642736.805208362,1252745.2283252538,4738739.647121506,,,,-4790647.334471454,-417221.48344685434,4738739.647121506,,,,44.76115582030685,-175.02262144858815,383721.68569842353
